,POSTAL,LATITUDE,LONGITUDE,chinese,malay,indian,hdb_town
0,190001,1.3036713506088,103.864478660925,0,0,0,KALLANG / WHAMPOA
1,460001,1.32085208689731,103.933721091441,0,0,0,BEDOK
2,500001,1.38854656229022,103.987804503483,0,1,0,None
3,160001,1.2920752508431,103.828584077626,1,0,0,BUKIT MERAH
4,130001,1.3025299473495,103.783271662459,0,0,0,QUEENSTOWN
5,430001,1.31129091152627,103.897703432652,0,0,0,GEYLANG
6,150001,1.28647148628638,103.808275089948,1,0,0,BUKIT MERAH
7,431001,1.30355769675629,103.883796413118,0,0,0,KALLANG / WHAMPOA
8,531001,1.35086712646948,103.875343939672,1,0,0,SERANGOON
9,730001,1.44067109860246,103.775739945213,0,1,1,WOODLANDS
10,260001,1.31726629524359,103.806782877524,1,0,0,BUKIT TIMAH
11,320001,1.32340263694069,103.86163080083,0,0,0,KALLANG / WHAMPOA
12,680001,1.38253882861956,103.751710905678,0,0,0,CHOA CHU KANG
13,400010,1.32228655863065,103.902720513959,0,0,0,GEYLANG
14,161010,1.28745837020188,103.832675765986,0,0,0,BUKIT MERAH
15,391010,1.30915239429834,103.882242524292,1,0,0,GEYLANG
16,180010,1.30370879401395,103.850537238747,0,0,0,CENTRAL AREA
17,320010,1.32374648815059,103.863412150847,0,0,0,KALLANG / WHAMPOA
18,680010,1.38047054647235,103.755211077169,0,0,0,CHOA CHU KANG
19,590010,1.33753956576433,103.773161066389,1,0,0,BUKIT TIMAH
20,332010,1.31547715332072,103.860312930116,0,0,0,KALLANG / WHAMPOA
21,164010,1.28633684743341,103.829204757258,1,0,0,BUKIT MERAH
22,312010,1.33716136352623,103.858353639387,0,0,0,TOA PAYOH
23,333010,1.31584236197018,103.860644539729,1,0,0,KALLANG / WHAMPOA
24,462010,1.32209423564282,103.936223586082,0,0,0,BEDOK
25,463010,1.3217708591015,103.936326570445,1,0,0,BEDOK
26,464010,1.3216200934601,103.937040959341,0,0,0,BEDOK
27,465010,1.32221773472774,103.937001345916,1,0,0,BEDOK
28,460100,1.3343559340081,103.939032711241,0,0,0,BEDOK
29,140100,1.30770527644458,103.801272476263,0,0,0,QUEENSTOWN
30,310100,1.33956400517882,103.848585713817,1,0,0,TOA PAYOH
31,320100,1.32077947735201,103.854348739922,0,0,0,KALLANG / WHAMPOA
32,380101,1.32092275330579,103.883351967045,0,0,0,GEYLANG
33,560101,1.37026158388486,103.839467898898,0,0,0,ANG MO KIO
34,470101,1.32844913301985,103.909937396599,0,1,0,BEDOK
35,460101,1.334484667124,103.937924710969,0,0,0,BEDOK
36,570101,1.34485915828152,103.848400765185,1,0,0,BISHAN
37,120101,1.32208936757694,103.76893341249,0,0,0,CLEMENTI
38,670101,1.37916431633637,103.767439286222,0,0,0,BUKIT PANJANG
39,410101,1.32515983382087,103.910888819332,0,0,0,BEDOK
40,510101,1.36705021516612,103.958181857039,0,1,1,PASIR RIS
41,350101,1.33315710123237,103.868380398922,1,0,0,TOA PAYOH
42,540101,1.38276428893595,103.899272035914,0,0,0,SENGKANG
43,550101,1.37103631988089,103.870360910842,0,0,0,SERANGOON
44,520101,1.34084991073361,103.951433717517,0,0,0,TAMPINES
45,521101,1.34739870794535,103.945292359327,0,0,0,TAMPINES
46,680101,1.37788964623982,103.754239909547,0,0,0,CHOA CHU KANG
47,322101,1.31942539040726,103.861087462608,0,0,0,KALLANG / WHAMPOA
48,730101,1.43598268540185,103.781932747463,0,1,0,WOODLANDS
49,760101,1.43053231016112,103.827618665577,0,1,0,YISHUN
50,310101,1.33974126719163,103.847264187382,1,0,0,TOA PAYOH
51,821101,1.3979461677694,103.905945136259,0,0,0,PUNGGOL
52,311101,1.33959884500115,103.847605414427,0,0,0,TOA PAYOH
53,822101,1.39784715104396,103.906436071245,0,0,0,PUNGGOL
54,824101,1.39848478483582,103.90614388692,0,0,0,PUNGGOL
55,380102,1.3204390302197,103.882420433245,0,0,0,GEYLANG
56,560102,1.37065009769471,103.839410339836,0,0,0,ANG MO KIO
57,470102,1.32849187727623,103.90926515578,0,0,0,BEDOK
58,570102,1.3451431233477,103.847990805259,1,0,0,BISHAN
59,650102,1.34745833930547,103.747473341114,0,0,0,BUKIT BATOK
60,140102,1.30782464878023,103.800629787177,0,0,0,QUEENSTOWN
61,120102,1.32228557225905,103.769201884359,0,0,0,CLEMENTI
62,670102,1.37910762831305,103.768153816778,0,0,0,BUKIT PANJANG
63,150102,1.290366187147,103.82157708445,1,0,0,BUKIT MERAH
64,530102,1.35496446293882,103.890855054687,1,0,0,HOUGANG
65,320102,1.3278687431847,103.844209602863,1,0,0,KALLANG / WHAMPOA
66,600102,1.33609657873553,103.738219191663,0,0,0,JURONG EAST
67,410102,1.32557930714658,103.91065754789,0,0,0,BEDOK
68,510102,1.36748427336516,103.958041055125,0,1,1,PASIR RIS
69,350102,1.3336901273759,103.868810587506,1,0,0,TOA PAYOH
70,540102,1.38180761026047,103.900893229708,0,0,0,SENGKANG
71,550102,1.37084327297737,103.871153606719,0,0,0,SERANGOON
72,520102,1.34134724976252,103.951355074928,0,0,0,TAMPINES
73,521102,1.34671616267656,103.945521388285,0,0,0,TAMPINES
74,680102,1.377082841385,103.754394432037,0,0,0,CHOA CHU KANG
75,322102,1.32058609456907,103.862002015145,0,0,0,KALLANG / WHAMPOA
76,730102,1.43608294925148,103.781199565987,0,1,1,WOODLANDS
77,821102,1.39883318313425,103.905783553043,0,0,0,PUNGGOL
78,824102,1.39848070795436,103.905249752459,0,0,0,PUNGGOL
79,560103,1.37101657804604,103.839304839187,0,0,0,ANG MO KIO
80,460103,1.33348258777759,103.937542520091,0,0,0,BEDOK
81,470103,1.32877022232019,103.909381354431,0,1,0,BEDOK
82,570103,1.34551249132105,103.848314162387,1,0,0,BISHAN
83,650103,1.34822368204242,103.748034526478,0,0,0,BUKIT BATOK
84,120103,1.32258854750628,103.769176205799,0,0,0,CLEMENTI
85,670103,1.37867070821171,103.768538440957,0,0,0,BUKIT PANJANG
86,150103,1.28974209684545,103.821375681569,1,0,0,BUKIT MERAH
87,321103,1.32734143333539,103.852780650365,0,0,0,KALLANG / WHAMPOA
88,410103,1.32585546338587,103.910598910975,0,0,0,BEDOK
89,510103,1.36769508123853,103.958404209993,0,1,1,PASIR RIS
90,350103,1.33411338676706,103.86952371664,0,0,0,TOA PAYOH
91,540103,1.38291146712108,103.901208583313,0,0,0,SENGKANG
92,550103,1.37065548702787,103.870268931156,0,0,0,SERANGOON
93,520103,1.34769662535556,103.946229920882,0,1,0,TAMPINES
94,680103,1.37713078246274,103.753555993761,0,1,0,CHOA CHU KANG
95,322103,1.32064381512285,103.861634081148,1,0,0,KALLANG / WHAMPOA
96,760103,1.43136934951878,103.828892847163,0,1,0,YISHUN
97,101103,1.28070197642689,103.813353428682,1,0,0,BUKIT MERAH
98,821103,1.39825531783982,103.904753996381,0,0,1,PUNGGOL
99,102103,1.28073692384594,103.813135678562,1,0,0,BUKIT MERAH
100,823103,1.39726660845387,103.90453836308,0,0,0,PUNGGOL
101,380104,1.32006886595229,103.882818111651,1,0,0,GEYLANG
102,470104,1.32924536652386,103.909923721507,0,0,0,BEDOK
103,460104,1.3332985212474,103.936601473643,0,0,0,BEDOK
104,650104,1.34899500255547,103.747258218606,0,0,0,BUKIT BATOK
105,120104,1.32294968512724,103.769189152266,0,0,0,CLEMENTI
106,150104,1.2893692748935,103.821538089569,1,0,0,BUKIT MERAH
107,530104,1.35478438666054,103.890318475929,0,0,0,HOUGANG
108,320104,1.32842530547543,103.844142365034,0,0,0,KALLANG / WHAMPOA
109,600104,1.33658465311802,103.737623303842,0,0,0,JURONG EAST
110,410104,1.32563496745023,103.909815198327,0,0,0,BEDOK
111,510104,1.36795278578738,103.958702642513,0,1,1,PASIR RIS
112,350104,1.3343391689203,103.869158899303,0,0,0,TOA PAYOH
113,540104,1.38262745864985,103.900929877213,0,0,0,SENGKANG
114,550104,1.37059316193953,103.871086801722,0,0,0,SERANGOON
115,680104,1.37708162127187,103.752870448301,0,1,1,CHOA CHU KANG
116,323104,1.3207995912383,103.853327785421,0,0,0,KALLANG / WHAMPOA
117,730104,1.43646587087026,103.781576865168,0,1,1,WOODLANDS
118,560104,1.37182700854497,103.838803655863,0,0,0,ANG MO KIO
119,751104,1.45035225780871,103.832262400576,0,1,0,SEMBAWANG
120,101104,1.28045561330579,103.812317740785,1,0,0,BUKIT MERAH
121,561104,1.37151151416054,103.838458787545,0,0,0,ANG MO KIO
122,752104,1.45007421711069,103.831377046227,0,0,1,SEMBAWANG
123,102104,1.28049143987378,103.812100811742,1,0,1,BUKIT MERAH
124,822104,1.39660886204199,103.905303792463,0,0,1,PUNGGOL
125,753104,1.44970999451163,103.831775965127,0,0,0,SEMBAWANG
126,754104,1.44985632437762,103.83236697954,0,0,0,SEMBAWANG
127,380105,1.31946862097465,103.882751492944,1,0,0,GEYLANG
128,560105,1.37231328287072,103.837601112788,1,0,0,ANG MO KIO
129,470105,1.32914437941094,103.909112780576,0,0,0,BEDOK
130,460105,1.33372280929,103.936517719048,0,0,0,BEDOK
131,570105,1.34589493632505,103.847365252767,1,0,0,BISHAN
132,650105,1.3485726542005,103.747156223784,1,0,0,BUKIT BATOK
133,120105,1.32271179028812,103.76988810369,0,0,0,CLEMENTI
134,150105,1.29021420176947,103.822356844711,1,0,0,BUKIT MERAH
135,320105,1.32857909987613,103.85387252356,1,0,0,KALLANG / WHAMPOA
136,600105,1.33738746819329,103.738527627347,0,0,0,JURONG EAST
137,410105,1.32564831471452,103.91011217937,0,0,0,BEDOK
138,510105,1.36843792148695,103.957538790848,0,1,1,PASIR RIS
139,350105,1.33442373227683,103.868696835165,1,0,0,TOA PAYOH
140,540105,1.38215613071495,103.900711925224,0,0,0,SENGKANG
141,550105,1.37024745860601,103.870225980491,0,0,0,SERANGOON
142,520105,1.34092459427981,103.950742498791,0,0,0,TAMPINES
143,521105,1.3480931246949,103.947177564477,0,0,0,TAMPINES
144,730105,1.43684476168491,103.781579113316,0,1,0,WOODLANDS
145,101105,1.28107116546835,103.811405730352,1,0,0,BUKIT MERAH
146,821105,1.3969413315622,103.905729497383,0,0,0,PUNGGOL
147,822105,1.39720646427031,103.906002280084,0,0,0,PUNGGOL
148,823105,1.39767203537129,103.905598767902,0,0,0,PUNGGOL
149,824105,1.39717530895925,103.905229593145,0,0,0,PUNGGOL
150,380106,1.31905494962151,103.882900918125,1,0,0,GEYLANG
151,460106,1.33445895034228,103.937087136194,0,0,0,BEDOK
152,470106,1.32950152189669,103.909381688756,0,1,0,BEDOK
153,570106,1.34610070068315,103.847847191353,1,0,0,BISHAN
154,650106,1.3482223088624,103.74718849849,0,0,0,BUKIT BATOK
155,670106,1.3779019997366,103.767412279054,0,0,0,BUKIT PANJANG
156,150106,1.28942607947152,103.822276781927,1,0,0,BUKIT MERAH
157,530106,1.3537029714401,103.890680792553,0,0,0,HOUGANG
158,321106,1.32847655795117,103.854698874866,1,0,0,KALLANG / WHAMPOA
159,320106,1.32855771177594,103.844796773619,0,0,0,KALLANG / WHAMPOA
160,410106,1.32508845931345,103.91000876961,0,0,0,BEDOK
161,510106,1.36801255048337,103.95765313312,0,1,1,PASIR RIS
162,350106,1.33410033566662,103.868171273744,0,0,0,TOA PAYOH
163,540106,1.38249729178426,103.900321341916,0,0,0,SENGKANG
164,550106,1.37024462107298,103.87082295041,0,0,0,SERANGOON
165,521106,1.34753919206552,103.947675427986,0,0,0,TAMPINES
166,680106,1.37795798795128,103.752931630674,0,1,0,CHOA CHU KANG
167,322106,1.32102000991534,103.860997833137,1,0,0,KALLANG / WHAMPOA
168,760106,1.43147861432349,103.827452004212,0,0,0,YISHUN
169,101106,1.28061364977894,103.810967870883,1,0,0,BUKIT MERAH
170,821106,1.3966048607668,103.90834413446,0,0,0,PUNGGOL
171,102106,1.28064950442563,103.810750913525,1,0,1,BUKIT MERAH
172,822106,1.39709453228144,103.907955363138,0,0,0,PUNGGOL
173,823106,1.39736664207497,103.907562230122,0,0,0,PUNGGOL
174,380107,1.31896465338811,103.884287246879,1,0,0,GEYLANG
175,560107,1.37138400081003,103.837381409794,1,0,0,ANG MO KIO
176,470107,1.32987028916159,103.909220387915,0,0,0,BEDOK
177,650107,1.34781088479752,103.746608758355,0,0,0,BUKIT BATOK
178,670107,1.37798469700849,103.766714651133,0,0,0,BUKIT PANJANG
179,320107,1.32785332684887,103.854993724632,0,0,0,KALLANG / WHAMPOA
180,410107,1.32495459884083,103.910175149612,0,0,0,BEDOK
181,310107,1.34121948900326,103.847288831588,1,0,0,TOA PAYOH
182,350107,1.33470936894148,103.86841323904,1,0,0,TOA PAYOH
183,540107,1.38300501325196,103.900272453522,0,0,1,SENGKANG
184,550107,1.36990039748774,103.870224885633,0,0,0,SERANGOON
185,520107,1.3421611396727,103.950489942022,0,0,0,TAMPINES
186,521107,1.34836421842072,103.948158723814,0,0,0,TAMPINES
187,680107,1.37805538148223,103.753588247554,0,0,1,CHOA CHU KANG
188,321107,1.31979508625986,103.860435814245,0,0,0,KALLANG / WHAMPOA
189,730107,1.43729843225252,103.782227077422,0,1,0,WOODLANDS
190,760107,1.4322180811837,103.827520197458,0,0,0,YISHUN
191,751107,1.44990474622,103.832979240964,0,0,0,SEMBAWANG
192,821107,1.39719879396476,103.906825785664,0,0,0,PUNGGOL
193,822107,1.39683723523598,103.907248151565,0,0,0,PUNGGOL
194,823107,1.39662152089139,103.907600724822,0,0,0,PUNGGOL
195,824107,1.39623803491797,103.908007315128,0,0,0,PUNGGOL
196,380108,1.31917515239477,103.885321594343,1,0,0,GEYLANG
197,560108,1.37096635222625,103.838201940326,1,0,0,ANG MO KIO
198,470108,1.33023192210361,103.909386968106,0,0,0,BEDOK
199,460108,1.33274009226511,103.936223519694,0,0,0,BEDOK
200,570108,1.34671498920224,103.847398357544,1,0,0,BISHAN
201,650108,1.34744385349941,103.746502064421,0,0,0,BUKIT BATOK
202,140108,1.30754731967127,103.799088583204,0,0,0,QUEENSTOWN
203,670108,1.37759685167022,103.767227214144,0,0,0,BUKIT PANJANG
204,600108,1.33828303068105,103.737102099236,1,0,0,JURONG EAST
205,410108,1.32456370966495,103.91013096847,0,0,0,BEDOK
206,310108,1.34155252910062,103.847295147125,0,0,0,TOA PAYOH
207,510108,1.36747877864087,103.95701769761,0,1,1,PASIR RIS
208,350108,1.33472004322162,103.867928446438,1,0,0,TOA PAYOH
209,540108,1.38281168591309,103.899782887436,0,0,0,SENGKANG
210,550108,1.36990140336943,103.87120683593,0,0,0,SERANGOON
211,521108,1.34786646438205,103.94856161626,0,0,0,TAMPINES
212,680108,1.378324137359,103.752950750544,0,0,0,CHOA CHU KANG
213,760108,1.43232355080911,103.829071971177,0,1,0,YISHUN
214,751108,1.44776056626366,103.831274677849,0,0,0,SEMBAWANG
215,752108,1.44818951673352,103.831856910403,0,0,0,SEMBAWANG
216,323108,1.31998124429925,103.859005144914,1,0,0,KALLANG / WHAMPOA
217,753108,1.44735330149199,103.831796158318,0,0,0,SEMBAWANG
218,324108,1.31984417513752,103.859462494536,1,0,0,KALLANG / WHAMPOA
219,380109,1.31939291785822,103.884439876207,0,0,0,GEYLANG
220,560109,1.3700965375834,103.837687766047,0,0,0,ANG MO KIO
221,470109,1.32963136613535,103.909902161479,0,0,0,BEDOK
222,140109,1.30724943075855,103.798938288338,1,0,0,QUEENSTOWN
223,670109,1.37736736489734,103.767748758874,0,0,0,BUKIT PANJANG
224,530109,1.35532858945575,103.889376316331,0,0,0,HOUGANG
225,160109,1.27942671435022,103.826086916123,1,0,0,BUKIT MERAH
226,600109,1.3383617052828,103.735911158508,1,0,0,JURONG EAST
227,410109,1.32458076244969,103.910697531082,0,0,0,BEDOK
228,310109,1.34123727120826,103.846202460812,1,0,0,TOA PAYOH
229,320109,1.32142037879584,103.859100345051,0,0,0,KALLANG / WHAMPOA
230,510109,1.3684636800666,103.956009070114,0,1,1,PASIR RIS
231,540109,1.38328317106655,103.899641368712,0,0,0,SENGKANG
232,550109,1.36943351823831,103.870511407041,0,0,0,SERANGOON
233,520109,1.34225792802261,103.950128354135,0,0,0,TAMPINES
234,321109,1.32714817577656,103.855700914421,1,0,0,KALLANG / WHAMPOA
235,760109,1.43279905704561,103.82864618104,0,0,0,YISHUN
236,101109,1.28095771309777,103.809440153696,1,0,0,BUKIT MERAH
237,821109,1.39472186392182,103.909873807721,0,0,0,PUNGGOL
238,822109,1.39495696200868,103.909634230948,0,0,0,PUNGGOL
239,823109,1.39517271989093,103.909281605641,0,0,0,PUNGGOL
240,824109,1.39552991291305,103.908859627789,0,0,0,PUNGGOL
241,460011,1.32691137466792,103.924883893296,0,0,0,BEDOK
242,400011,1.32180028934437,103.904424346286,0,0,0,GEYLANG
243,210011,1.31236768241476,103.852109307152,1,0,0,KALLANG / WHAMPOA
244,430011,1.31483626965284,103.896637295254,0,0,0,GEYLANG
245,150011,1.28662190407489,103.808963346663,0,0,0,BUKIT MERAH
246,360011,1.33500895047711,103.880706259667,0,0,0,TOA PAYOH
247,391011,1.30811264174982,103.882693800726,1,0,0,GEYLANG
248,320011,1.32292326712558,103.863230452849,0,0,0,KALLANG / WHAMPOA
249,680011,1.37976221059279,103.754969354123,0,0,0,CHOA CHU KANG
250,590011,1.33800261167656,103.77260327239,1,0,0,BUKIT TIMAH
251,380011,1.31423937033551,103.870914031459,0,0,0,KALLANG / WHAMPOA
252,380110,1.31997674731215,103.884439316163,0,0,0,GEYLANG
253,560110,1.37045937010888,103.837419259859,0,0,0,ANG MO KIO
254,470110,1.33014480390561,103.910318002341,0,1,0,BEDOK
255,460110,1.33247206352435,103.934860475522,0,0,0,BEDOK
256,570110,1.34740957043624,103.848054589423,1,0,0,BISHAN
257,650110,1.34754443877804,103.745796780836,0,0,0,BUKIT BATOK
258,140110,1.30679892406231,103.798657169107,0,0,0,QUEENSTOWN
259,120110,1.32284507823139,103.770898772473,0,0,0,CLEMENTI
260,410110,1.323653452481,103.910853623161,0,0,0,BEDOK
261,310110,1.34155275067394,103.846385947783,0,0,0,TOA PAYOH
262,320110,1.32207919748314,103.859079081313,0,0,0,KALLANG / WHAMPOA
263,510110,1.36877568746945,103.956300375904,0,1,1,PASIR RIS
264,540110,1.38349233528457,103.900312363452,0,0,0,SENGKANG
265,550110,1.36938351007707,103.8714075184,0,0,0,SERANGOON
266,520110,1.34275276797807,103.950195189768,0,0,0,TAMPINES
267,521110,1.34694662248116,103.949306963291,0,0,0,TAMPINES
268,680110,1.37821371288758,103.751983012288,0,0,0,CHOA CHU KANG
269,730110,1.43759759979085,103.781575573323,0,1,0,WOODLANDS
270,760110,1.43376057937716,103.828993389444,0,0,0,YISHUN
271,821110,1.39612400306258,103.909283681189,0,0,0,PUNGGOL
272,822110,1.39566023887701,103.909627012363,0,0,0,PUNGGOL
273,823110,1.39539733228908,103.910033984669,0,0,0,PUNGGOL
274,824110,1.39500071174513,103.910206023671,0,0,1,PUNGGOL
275,560111,1.37085148985913,103.837298157413,1,0,0,ANG MO KIO
276,650111,1.34840644346954,103.745994934101,0,0,0,BUKIT BATOK
277,140111,1.30635203323967,103.79846623315,0,0,0,QUEENSTOWN
278,120111,1.32321605375506,103.771126100117,0,0,0,CLEMENTI
279,820111,1.39667788621413,103.906579135419,0,0,0,PUNGGOL
280,610111,1.33388939555115,103.723306118882,0,0,0,JURONG WEST
281,530111,1.35498576469516,103.888557459754,0,0,0,HOUGANG
282,160111,1.27977398450705,103.826323104175,0,0,0,BUKIT MERAH
283,600111,1.33877574926997,103.735604254517,1,0,0,JURONG EAST
284,410111,1.32405877835385,103.911303762731,0,0,0,BEDOK
285,381111,1.31234800506209,103.873747840397,0,0,0,KALLANG / WHAMPOA
286,320111,1.32130398839445,103.858272728064,0,0,0,KALLANG / WHAMPOA
287,510111,1.36805791982647,103.956378453152,0,1,1,PASIR RIS
288,550111,1.36904731272801,103.870584006425,0,0,1,SERANGOON
289,520111,1.34241233534134,103.949503526295,0,0,0,TAMPINES
290,521111,1.34691471378463,103.947416464642,0,0,0,TAMPINES
291,680111,1.37787904560638,103.752103670331,0,0,0,CHOA CHU KANG
292,321111,1.32658975917056,103.856187917486,0,0,1,KALLANG / WHAMPOA
293,730111,1.43794381732231,103.782059433742,0,1,0,WOODLANDS
294,760111,1.43321263970177,103.828617498413,0,0,0,YISHUN
295,101111,1.28112269302349,103.808687895607,1,0,0,BUKIT MERAH
296,380112,1.32041804730607,103.885098713079,1,0,0,GEYLANG
297,560112,1.37127865145519,103.835766565741,0,0,0,ANG MO KIO
298,470112,1.32969408806205,103.910490219171,0,0,0,BEDOK
299,460112,1.33104907831935,103.935538768198,0,0,0,BEDOK
300,570112,1.34681029782167,103.84904106054,1,0,0,BISHAN
301,650112,1.34817353357762,103.745025213312,0,0,0,BUKIT BATOK
302,140112,1.30661660830307,103.798183841941,0,0,0,QUEENSTOWN
303,120112,1.32330123788358,103.769853488209,0,0,0,CLEMENTI
304,820112,1.39624516914488,103.907087268008,0,0,0,PUNGGOL
305,610112,1.33388558101654,103.723688445754,0,0,0,JURONG WEST
306,600112,1.33920981490513,103.735824423107,1,0,0,JURONG EAST
307,410112,1.32348906535172,103.911407840981,0,0,0,BEDOK
308,310112,1.34155339914007,103.845489613448,1,0,0,TOA PAYOH
309,381112,1.31210823499254,103.873783661336,1,0,0,KALLANG / WHAMPOA
310,320112,1.32101349547791,103.858982397017,0,0,0,KALLANG / WHAMPOA
311,510112,1.36770577441558,103.955796373988,0,1,1,PASIR RIS
312,670112,1.37855560391305,103.768748798796,0,0,0,BUKIT PANJANG
313,540112,1.38345976601372,103.901383674633,0,0,0,SENGKANG
314,550112,1.36919996934693,103.871588808817,0,0,0,SERANGOON
315,520112,1.3431095844731,103.949559595972,0,0,0,TAMPINES
316,680112,1.37748545136822,103.751921303308,0,0,0,CHOA CHU KANG
317,321112,1.32600154062314,103.856732205989,0,0,0,KALLANG / WHAMPOA
318,730112,1.43833146519626,103.781667292819,0,1,0,WOODLANDS
319,760112,1.43416864539746,103.829054979214,0,0,0,YISHUN
320,101112,1.28147636173322,103.808148105183,1,0,0,BUKIT MERAH
321,102112,1.28156873918268,103.80773165728,1,0,0,BUKIT MERAH
322,560113,1.37178518125527,103.835965663569,1,0,0,ANG MO KIO
323,460113,1.33036165024598,103.935081017472,0,0,0,BEDOK
324,470113,1.3299667100249,103.910782526741,0,1,0,BEDOK
325,570113,1.34723185095729,103.848808988875,1,0,0,BISHAN
326,650113,1.34883637963314,103.745173404083,0,0,0,BUKIT BATOK
327,120113,1.32368401078529,103.77013234931,0,0,0,CLEMENTI
328,100113,1.28141986196531,103.807286875557,1,0,0,BUKIT MERAH
329,510113,1.36805525886307,103.955767151318,0,1,1,PASIR RIS
330,670113,1.37838181779224,103.769359493878,0,0,0,BUKIT PANJANG
331,350113,1.33605593871885,103.863599507828,0,0,0,TOA PAYOH
332,540113,1.38382743689141,103.901683665212,0,0,0,SENGKANG
333,520113,1.34285425567354,103.94988040818,0,0,0,TAMPINES
334,521113,1.34647851722058,103.946176771298,0,0,0,TAMPINES
335,610113,1.33318449829266,103.724354324887,0,1,0,JURONG WEST
336,680113,1.37793931794235,103.75091538895,0,0,0,CHOA CHU KANG
337,320113,1.32583330364152,103.857179319976,1,0,0,KALLANG / WHAMPOA
338,760113,1.43513580201461,103.828873241093,0,0,0,YISHUN
339,323113,1.32118140104797,103.860568176564,1,0,0,KALLANG / WHAMPOA
340,324113,1.32088235344697,103.860331710143,0,0,0,KALLANG / WHAMPOA
341,325113,1.32014859879822,103.859763746554,0,0,0,KALLANG / WHAMPOA
342,560114,1.37257962452704,103.836220813247,0,0,0,ANG MO KIO
343,460114,1.33050521254379,103.93581688525,0,0,0,BEDOK
344,570114,1.34754941457825,103.848880515837,1,0,0,BISHAN
345,650114,1.34883662857191,103.746021679075,0,0,0,BUKIT BATOK
346,120114,1.32391547713763,103.770629507887,1,0,0,CLEMENTI
347,100114,1.28175927117793,103.806862236642,1,0,0,BUKIT MERAH
348,820114,1.39579971783121,103.907555598729,0,0,0,PUNGGOL
349,530114,1.35290845840879,103.888972338303,0,0,0,HOUGANG
350,610114,1.33378944321337,103.72411125115,0,1,0,JURONG WEST
351,600114,1.33921386485615,103.734609974285,0,0,0,JURONG EAST
352,410114,1.32313486125334,103.91204571131,0,0,0,BEDOK
353,381114,1.31149898527826,103.874031815966,0,0,0,KALLANG / WHAMPOA
354,730114,1.43872152075601,103.781287430018,0,1,0,WOODLANDS
355,670114,1.37785558547628,103.769840358536,0,0,0,BUKIT PANJANG
356,350114,1.33677492855247,103.863306370924,0,0,0,TOA PAYOH
357,540114,1.38409456683002,103.901075631499,0,0,0,SENGKANG
358,550114,1.3688522558684,103.871488888571,0,0,0,SERANGOON
359,520114,1.34384910516645,103.950437525657,0,0,0,TAMPINES
360,521114,1.34597162499396,103.946759997114,0,0,0,TAMPINES
361,680114,1.37850799248774,103.750707442454,0,0,0,CHOA CHU KANG
362,320114,1.3254120484659,103.857481385973,0,0,0,KALLANG / WHAMPOA
363,760114,1.43413792566359,103.827020312888,0,0,1,YISHUN
364,380115,1.32131987999086,103.887277682842,0,0,0,GEYLANG
365,460115,1.33143368026417,103.936865404278,0,0,0,BEDOK
366,470115,1.33067394377665,103.908738351193,0,0,0,BEDOK
367,570115,1.34791838898824,103.84875012549,1,0,0,BISHAN
368,650115,1.34918319745272,103.746566795213,1,0,0,BUKIT BATOK
369,150115,1.28412809632853,103.814543761786,1,0,0,BUKIT MERAH
370,120115,1.32354513274251,103.771328752409,1,0,0,CLEMENTI
371,820115,1.39512854654351,103.907258380479,0,0,0,PUNGGOL
372,610115,1.33367081421694,103.724659608331,0,0,0,JURONG WEST
373,530115,1.35276525799641,103.887876084862,0,0,0,HOUGANG
374,600115,1.33979148822906,103.735502765561,0,0,0,JURONG EAST
375,410115,1.32297309915876,103.911228144346,0,0,0,BEDOK
376,310115,1.34063140668544,103.844305221987,1,0,0,TOA PAYOH
377,730115,1.43828115433517,103.780966950454,0,1,0,WOODLANDS
378,510115,1.36892657029538,103.954870571077,0,1,1,PASIR RIS
379,670115,1.37801437708806,103.76920520215,0,0,0,BUKIT PANJANG
380,350115,1.33726999806036,103.862806558366,0,0,0,TOA PAYOH
381,540115,1.38443729931578,103.901309870914,0,0,0,SENGKANG
382,550115,1.3681312354317,103.870576991283,0,0,0,SERANGOON
383,680115,1.37893677955462,103.751182368998,0,0,0,CHOA CHU KANG
384,320115,1.32626357738979,103.857337481485,0,0,0,KALLANG / WHAMPOA
385,751115,1.44662215217976,103.829140768756,0,0,0,SEMBAWANG
386,761115,1.43331769000776,103.827515443899,0,0,0,YISHUN
387,752115,1.44631122878781,103.829416902418,0,1,0,SEMBAWANG
388,762115,1.43339605588677,103.82711777039,0,0,1,YISHUN
389,753115,1.44607590012952,103.829826244984,0,0,0,SEMBAWANG
390,763115,1.43378416383121,103.827489711438,0,0,0,YISHUN
391,754115,1.44554357187768,103.828991632152,0,0,1,SEMBAWANG
392,380116,1.32124570546254,103.886700619832,0,0,0,GEYLANG
393,560116,1.37334635014911,103.8364593481,0,0,1,ANG MO KIO
394,470116,1.33103784588692,103.908641634756,0,0,0,BEDOK
395,460116,1.33100823526591,103.938066838998,0,0,0,BEDOK
396,650116,1.34962866452512,103.746381073293,0,0,0,BUKIT BATOK
397,150116,1.28391030770326,103.814983303997,1,0,0,BUKIT MERAH
398,151116,1.28513427067055,103.821532226321,1,0,0,BUKIT MERAH
399,120116,1.32411253933745,103.771925036203,0,0,0,CLEMENTI
400,820116,1.39541568018681,103.906912210986,0,0,0,PUNGGOL
401,530116,1.35313871987326,103.887727360873,0,0,0,HOUGANG
402,600116,1.33970763311095,103.734697751981,0,0,0,JURONG EAST
